centre_id,region,milieu,type,remoteness,enrol
P01258,Dakar,rural,CTP,0.05,50
P01259,Dakar,rural,CTP,0.05,58
P01260,Saint-Louis,rural,CTP,0.35,68
P01261,Louga,urbain,CTP,0.45,78
P01262,Thiès,urbain,public,0.15,63
P01263,Fatick,urbain,public,0.4,91
P01264,Kaolack,urbain,public,0.3,115
P01265,Dakar,urbain,public,0.05,139
P01266,Dakar,urbain,public,0.05,49
P01267,Kaolack,rural,public,0.3,76
P01268,Dakar,rural,CTP,0.05,68
P01269,Thiès,urbain,public,0.15,47
P01270,Diourbel,rural,public,0.3,47
P01271,Saint-Louis,urbain,prive,0.35,40
P01272,Dakar,rural,public,0.05,60
P01273,Diourbel,rural,public,0.3,61
P01274,Diourbel,urbain,CTP,0.3,80
P01275,Kaffrine,rural,CTP,0.55,25
P01276,Kaolack,rural,CTP,0.3,30
P01277,Kaolack,urbain,CTP,0.3,25
P01278,Dakar,rural,CTP,0.05,96
P01279,Diourbel,rural,CTP,0.3,49
P01280,Dakar,urbain,prive,0.05,51
P01281,Saint-Louis,rural,CTP,0.35,32
P01282,Diourbel,urbain,public,0.3,60
P01283,Dakar,urbain,CTP,0.05,32
P01284,Diourbel,rural,public,0.3,91
P01285,Thiès,urbain,CTP,0.15,47
P01286,Dakar,urbain,prive,0.05,102
P01287,Tambacounda,rural,CTP,0.75,39
P01288,Kaffrine,urbain,public,0.55,88
P01289,Kédougou,urbain,public,0.9,52
P01290,Dakar,urbain,CTP,0.05,63
P01291,Dakar,rural,CTP,0.05,31
P01292,Thiès,urbain,CTP,0.15,24
P01293,Kaolack,rural,prive,0.3,65
P01294,Saint-Louis,urbain,public,0.35,50
P01295,Dakar,urbain,CTP,0.05,32
P01296,Sédhiou,rural,public,0.7,86
P01297,Louga,rural,CTP,0.45,68
P01298,Ziguinchor,rural,public,0.55,35
P01299,Tambacounda,rural,public,0.75,104
P01300,Ziguinchor,urbain,public,0.55,31
P01301,Dakar,urbain,prive,0.05,52
P01302,Fatick,rural,public,0.4,81
P01303,Dakar,rural,public,0.05,135
P01304,Kolda,urbain,CTP,0.7,63
P01305,Dakar,urbain,prive,0.05,43
P01306,Dakar,urbain,CTP,0.05,25
P01307,Fatick,rural,public,0.4,36
P01308,Diourbel,rural,CTP,0.3,56
P01309,Tambacounda,urbain,prive,0.75,47
P01310,Louga,rural,public,0.45,59
P01311,Matam,rural,CTP,0.65,55
P01312,Thiès,urbain,prive,0.15,85
P01313,Kolda,urbain,public,0.7,56
P01314,Kaolack,urbain,CTP,0.3,43
P01315,Dakar,urbain,prive,0.05,137
P01316,Diourbel,urbain,public,0.3,60
P01317,Dakar,urbain,CTP,0.05,51
P01318,Saint-Louis,rural,public,0.35,159
P01319,Kaolack,rural,public,0.3,85
P01320,Dakar,urbain,prive,0.05,26
P01321,Thiès,rural,CTP,0.15,43
P01322,Kolda,rural,CTP,0.7,95
P01323,Kaolack,urbain,public,0.3,98
P01324,Thiès,rural,prive,0.15,59
P01325,Dakar,rural,public,0.05,89
P01326,Kaolack,rural,public,0.3,79
P01327,Matam,rural,public,0.65,61
P01328,Kaolack,rural,CTP,0.3,25
P01329,Sédhiou,rural,CTP,0.7,35
P01330,Dakar,urbain,prive,0.05,27
P01331,Thiès,urbain,public,0.15,87
P01332,Sédhiou,urbain,public,0.7,51
P01333,Kaolack,urbain,CTP,0.3,62
P01334,Kaolack,urbain,public,0.3,51
P01335,Dakar,urbain,public,0.05,81
P01336,Dakar,urbain,public,0.05,126
P01337,Thiès,urbain,prive,0.15,70
P01338,Kaffrine,rural,CTP,0.55,32
P01339,Diourbel,urbain,public,0.3,112
P01340,Kaolack,urbain,prive,0.3,41
P01341,Tambacounda,rural,public,0.75,72
P01342,Diourbel,rural,CTP,0.3,35
P01343,Dakar,rural,CTP,0.05,33
P01344,Saint-Louis,rural,public,0.35,64
P01345,Dakar,urbain,CTP,0.05,29
P01346,Kaolack,urbain,prive,0.3,46
P01347,Louga,rural,CTP,0.45,46
P01348,Diourbel,rural,public,0.3,84
P01349,Kaffrine,rural,public,0.55,54
P01350,Kaolack,rural,public,0.3,70
P01351,Matam,rural,CTP,0.65,49
P01352,Diourbel,rural,CTP,0.3,44
P01353,Kolda,urbain,prive,0.7,71
P01354,Dakar,rural,CTP,0.05,39
P01355,Kaffrine,rural,prive,0.55,63
P01356,Dakar,rural,prive,0.05,43
P01357,Kolda,rural,CTP,0.7,65
P01358,Dakar,rural,CTP,0.05,48
P01359,Thiès,urbain,CTP,0.15,34
P01360,Dakar,rural,prive,0.05,136
P01361,Louga,urbain,CTP,0.45,54
P01362,Dakar,urbain,public,0.05,20
P01363,Thiès,rural,CTP,0.15,35
P01364,Tambacounda,rural,public,0.75,151
P01365,Dakar,urbain,CTP,0.05,27
P01366,Dakar,urbain,CTP,0.05,27
P01367,Fatick,rural,public,0.4,44
P01368,Diourbel,rural,CTP,0.3,46
P01369,Dakar,urbain,CTP,0.05,51
P01370,Ziguinchor,rural,public,0.55,45
P01371,Matam,rural,CTP,0.65,43
P01372,Kolda,urbain,public,0.7,99
P01373,Fatick,urbain,CTP,0.4,31
P01374,Kaffrine,urbain,prive,0.55,41
P01375,Kaffrine,urbain,public,0.55,87
P01376,Tambacounda,rural,CTP,0.75,48
P01377,Louga,urbain,CTP,0.45,33
P01378,Thiès,urbain,CTP,0.15,23
P01379,Dakar,urbain,public,0.05,42
P01380,Saint-Louis,rural,CTP,0.35,39
P01381,Thiès,urbain,public,0.15,143
P01382,Kaolack,urbain,CTP,0.3,23
P01383,Tambacounda,urbain,CTP,0.75,39
P01384,Saint-Louis,urbain,CTP,0.35,12
P01385,Diourbel,rural,public,0.3,68
P01386,Fatick,rural,CTP,0.4,43
P01387,Kolda,rural,CTP,0.7,43
P01388,Dakar,urbain,CTP,0.05,25
P01389,Thiès,urbain,CTP,0.15,43
P01390,Louga,urbain,public,0.45,69
P01391,Kaolack,rural,prive,0.3,60
P01392,Kaffrine,urbain,prive,0.55,39
P01393,Kaolack,rural,CTP,0.3,104
P01394,Fatick,rural,public,0.4,120
P01395,Sédhiou,rural,CTP,0.7,26
P01396,Kaolack,rural,CTP,0.3,64
P01397,Kaolack,rural,CTP,0.3,43
P01398,Louga,rural,public,0.45,94
P01399,Thiès,urbain,prive,0.15,79
P01400,Diourbel,urbain,CTP,0.3,78
P01401,Kaolack,urbain,CTP,0.3,59
P01402,Saint-Louis,rural,public,0.35,65
P01403,Dakar,urbain,public,0.05,48
P01404,Matam,rural,CTP,0.65,17
P01405,Kaffrine,urbain,CTP,0.55,54
P01406,Fatick,urbain,prive,0.4,45
P01407,Kaolack,urbain,prive,0.3,98
P01408,Thiès,urbain,CTP,0.15,49
P01409,Kaffrine,rural,CTP,0.55,79
P01410,Thiès,urbain,prive,0.15,69
P01411,Fatick,urbain,prive,0.4,27
P01412,Dakar,rural,public,0.05,50
P01413,Dakar,rural,public,0.05,62
P01414,Louga,rural,CTP,0.45,84
P01415,Fatick,urbain,public,0.4,58
P01416,Saint-Louis,rural,public,0.35,96
P01417,Thiès,rural,CTP,0.15,38
P01418,Sédhiou,rural,public,0.7,37
P01419,Saint-Louis,urbain,CTP,0.35,75
P01420,Ziguinchor,urbain,CTP,0.55,46
P01421,Kédougou,rural,public,0.9,46
P01422,Louga,rural,CTP,0.45,64
P01423,Diourbel,urbain,prive,0.3,59
P01424,Fatick,rural,CTP,0.4,42
P01425,Tambacounda,urbain,prive,0.75,67
P01426,Ziguinchor,rural,CTP,0.55,43
P01427,Dakar,urbain,public,0.05,84
P01428,Thiès,urbain,prive,0.15,46
P01429,Kaffrine,rural,CTP,0.55,18
P01430,Kaolack,urbain,public,0.3,66
P01431,Fatick,rural,CTP,0.4,47
P01432,Louga,rural,prive,0.45,58
P01433,Dakar,urbain,CTP,0.05,38
P01434,Dakar,rural,CTP,0.05,75
P01435,Diourbel,urbain,CTP,0.3,88
P01436,Thiès,rural,public,0.15,125
P01437,Sédhiou,urbain,public,0.7,48
P01438,Thiès,urbain,CTP,0.15,27
P01439,Matam,urbain,public,0.65,84
P01440,Dakar,urbain,prive,0.05,80
P01441,Kolda,urbain,CTP,0.7,23
P01442,Fatick,rural,CTP,0.4,25
P01443,Kolda,rural,public,0.7,58
P01444,Dakar,urbain,public,0.05,60
P01445,Thiès,urbain,prive,0.15,45
P01446,Dakar,urbain,public,0.05,56
P01447,Fatick,urbain,public,0.4,72
P01448,Kaolack,rural,public,0.3,91
P01449,Diourbel,urbain,public,0.3,35
P01450,Saint-Louis,rural,public,0.35,93
P01451,Louga,urbain,public,0.45,52
P01452,Louga,rural,public,0.45,74
P01453,Matam,urbain,public,0.65,35
P01454,Matam,rural,CTP,0.65,29
P01455,Fatick,rural,CTP,0.4,41
P01456,Matam,rural,CTP,0.65,57
P01457,Dakar,urbain,prive,0.05,53
P01458,Thiès,rural,CTP,0.15,44
P01459,Matam,rural,public,0.65,50
P01460,Kaolack,urbain,CTP,0.3,20
P01461,Saint-Louis,rural,CTP,0.35,40
P01462,Thiès,urbain,CTP,0.15,45
P01463,Dakar,urbain,public,0.05,138
P01464,Dakar,urbain,CTP,0.05,27
P01465,Fatick,rural,CTP,0.4,30
P01466,Dakar,urbain,prive,0.05,80
P01467,Dakar,urbain,public,0.05,76
P01468,Kolda,rural,CTP,0.7,51
P01469,Saint-Louis,urbain,prive,0.35,55
P01470,Thiès,rural,public,0.15,58
P01471,Dakar,urbain,public,0.05,65
P01472,Kaolack,urbain,public,0.3,81
P01473,Kolda,rural,CTP,0.7,31
P01474,Ziguinchor,rural,CTP,0.55,36
P01475,Fatick,urbain,prive,0.4,36
P01476,Saint-Louis,rural,prive,0.35,36
P01477,Thiès,rural,public,0.15,70
P01478,Thiès,urbain,CTP,0.15,72
P01479,Dakar,urbain,CTP,0.05,63
P01480,Kolda,urbain,public,0.7,81
P01481,Louga,rural,public,0.45,79
P01482,Tambacounda,rural,CTP,0.75,55
P01483,Kaffrine,urbain,CTP,0.55,30
P01484,Kaolack,urbain,public,0.3,62
P01485,Kolda,rural,CTP,0.7,55
P01486,Matam,rural,public,0.65,107
P01487,Ziguinchor,rural,CTP,0.55,52
P01488,Matam,rural,public,0.65,84
P01489,Sédhiou,rural,public,0.7,83
P01490,Ziguinchor,urbain,CTP,0.55,27
P01491,Tambacounda,rural,CTP,0.75,51
P01492,Dakar,urbain,public,0.05,51
P01493,Thiès,urbain,public,0.15,111
P01494,Thiès,rural,CTP,0.15,27
P01495,Dakar,urbain,CTP,0.05,27
P01496,Tambacounda,rural,CTP,0.75,46
P01497,Dakar,urbain,CTP,0.05,48
P01498,Dakar,urbain,CTP,0.05,51
P01499,Dakar,rural,CTP,0.05,53
P01500,Dakar,urbain,public,0.05,125
P01501,Dakar,rural,public,0.05,61
P01502,Kolda,rural,public,0.7,56
P01503,Dakar,rural,CTP,0.05,42
P01504,Louga,urbain,CTP,0.45,52
P01505,Diourbel,rural,CTP,0.3,35
P01506,Kaolack,rural,CTP,0.3,24
P01507,Louga,urbain,prive,0.45,115
P01508,Dakar,rural,prive,0.05,46
P01509,Dakar,urbain,public,0.05,47
P01510,Kédougou,rural,public,0.9,78
P01511,Ziguinchor,rural,CTP,0.55,46
P01512,Fatick,rural,prive,0.4,57
P01513,Kolda,rural,public,0.7,54
P01514,Kolda,rural,public,0.7,46
P01515,Kédougou,rural,public,0.9,72
P01516,Diourbel,urbain,prive,0.3,56
P01517,Kaolack,urbain,public,0.3,48
P01518,Tambacounda,rural,public,0.75,96
P01519,Fatick,rural,CTP,0.4,37
P01520,Thiès,urbain,public,0.15,73
P01521,Louga,urbain,public,0.45,76
P01522,Fatick,rural,public,0.4,178
P01523,Fatick,rural,public,0.4,48
P01524,Tambacounda,rural,CTP,0.75,37
P01525,Fatick,urbain,public,0.4,99
P01526,Kaolack,urbain,public,0.3,131
P01527,Dakar,rural,public,0.05,65
P01528,Thiès,urbain,public,0.15,37
P01529,Thiès,rural,prive,0.15,84
P01530,Thiès,urbain,public,0.15,96
P01531,Diourbel,urbain,public,0.3,47
P01532,Dakar,urbain,CTP,0.05,62
P01533,Dakar,rural,public,0.05,77
P01534,Sédhiou,rural,public,0.7,230
P01535,Tambacounda,rural,public,0.75,32
P01536,Dakar,rural,public,0.05,104
P01537,Kaffrine,rural,CTP,0.55,80
P01538,Tambacounda,rural,public,0.75,74
P01539,Louga,rural,CTP,0.45,93
P01540,Diourbel,urbain,CTP,0.3,29
P01541,Dakar,urbain,CTP,0.05,25
P01542,Saint-Louis,rural,CTP,0.35,31
P01543,Ziguinchor,rural,public,0.55,54
P01544,Saint-Louis,urbain,public,0.35,49
P01545,Thiès,urbain,public,0.15,57
P01546,Diourbel,rural,CTP,0.3,40
P01547,Dakar,urbain,CTP,0.05,25
P01548,Thiès,rural,public,0.15,143
P01549,Ziguinchor,urbain,CTP,0.55,58
P01550,Fatick,rural,public,0.4,47
P01551,Louga,urbain,CTP,0.45,29
P01552,Diourbel,urbain,CTP,0.3,52
P01553,Louga,urbain,public,0.45,62
P01554,Kolda,urbain,prive,0.7,65
P01555,Tambacounda,rural,prive,0.75,61
P01556,Dakar,rural,CTP,0.05,33
P01557,Dakar,urbain,prive,0.05,43
P01558,Kolda,urbain,CTP,0.7,38
P01559,Tambacounda,rural,public,0.75,83
P01560,Saint-Louis,urbain,public,0.35,42
P01561,Dakar,urbain,prive,0.05,29
P01562,Kaffrine,urbain,prive,0.55,49
P01563,Saint-Louis,urbain,prive,0.35,44
P01564,Saint-Louis,rural,CTP,0.35,65
P01565,Tambacounda,rural,prive,0.75,22
P01566,Thiès,rural,CTP,0.15,81
P01567,Louga,rural,CTP,0.45,44
P01568,Dakar,urbain,prive,0.05,44
P01569,Saint-Louis,urbain,public,0.35,65
P01570,Kaolack,rural,CTP,0.3,51
P01571,Thiès,urbain,public,0.15,43
P01572,Diourbel,rural,public,0.3,88
P01573,Tambacounda,urbain,CTP,0.75,83
P01574,Kaolack,urbain,CTP,0.3,36
P01575,Fatick,rural,CTP,0.4,49
P01576,Kolda,urbain,prive,0.7,114
P01577,Kaolack,rural,CTP,0.3,39
P01578,Diourbel,urbain,public,0.3,59
P01579,Kaffrine,urbain,CTP,0.55,69
P01580,Dakar,rural,CTP,0.05,15
P01581,Kolda,rural,public,0.7,68
P01582,Dakar,urbain,CTP,0.05,68
P01583,Tambacounda,rural,CTP,0.75,52
P01584,Thiès,rural,public,0.15,43
P01585,Dakar,urbain,prive,0.05,52
P01586,Kolda,rural,CTP,0.7,65
P01587,Kaolack,urbain,public,0.3,84
P01588,Kédougou,rural,CTP,0.9,29
P01589,Diourbel,rural,public,0.3,53
P01590,Dakar,urbain,CTP,0.05,38
P01591,Dakar,urbain,CTP,0.05,52
P01592,Thiès,urbain,public,0.15,97
P01593,Kédougou,rural,public,0.9,57
P01594,Kolda,rural,public,0.7,120
P01595,Kolda,urbain,public,0.7,103
P01596,Matam,rural,public,0.65,38
P01597,Dakar,urbain,prive,0.05,59
P01598,Tambacounda,rural,public,0.75,88
P01599,Thiès,rural,public,0.15,81
P01600,Ziguinchor,rural,CTP,0.55,39
P01601,Kaffrine,urbain,public,0.55,74
P01602,Dakar,urbain,CTP,0.05,47
P01603,Saint-Louis,urbain,prive,0.35,60
P01604,Saint-Louis,urbain,CTP,0.35,33
P01605,Kolda,urbain,CTP,0.7,42
P01606,Kaffrine,urbain,CTP,0.55,66
P01607,Thiès,rural,public,0.15,110
P01608,Fatick,rural,public,0.4,82
P01609,Thiès,urbain,prive,0.15,70
P01610,Kaffrine,urbain,public,0.55,108
P01611,Kaolack,urbain,CTP,0.3,52
P01612,Sédhiou,urbain,public,0.7,75
P01613,Matam,rural,CTP,0.65,21
P01614,Dakar,urbain,public,0.05,91
P01615,Matam,rural,public,0.65,87
P01616,Dakar,urbain,CTP,0.05,59
P01617,Ziguinchor,urbain,prive,0.55,42
P01618,Kolda,rural,CTP,0.7,21
P01619,Thiès,urbain,public,0.15,32
P01620,Saint-Louis,urbain,prive,0.35,66
P01621,Dakar,urbain,public,0.05,49
P01622,Tambacounda,rural,public,0.75,119
P01623,Tambacounda,rural,public,0.75,48
P01624,Dakar,urbain,prive,0.05,44
P01625,Thiès,rural,public,0.15,87
P01626,Kaolack,rural,public,0.3,60
P01627,Saint-Louis,rural,public,0.35,45
P01628,Kaolack,urbain,public,0.3,84
P01629,Ziguinchor,urbain,prive,0.55,57
P01630,Kaolack,urbain,public,0.3,59
P01631,Thiès,rural,public,0.15,45
P01632,Matam,rural,public,0.65,61
P01633,Dakar,rural,public,0.05,34
P01634,Kolda,urbain,CTP,0.7,70
P01635,Louga,rural,CTP,0.45,29
P01636,Thiès,urbain,CTP,0.15,35
P01637,Kaffrine,rural,CTP,0.55,41
P01638,Diourbel,urbain,CTP,0.3,51
P01639,Thiès,urbain,CTP,0.15,63
P01640,Dakar,urbain,public,0.05,89
P01641,Dakar,urbain,public,0.05,92
P01642,Thiès,urbain,CTP,0.15,40
P01643,Kolda,rural,public,0.7,63
P01644,Matam,rural,public,0.65,65
P01645,Kolda,rural,CTP,0.7,37
P01646,Dakar,urbain,CTP,0.05,54
P01647,Fatick,rural,CTP,0.4,54
P01648,Fatick,rural,CTP,0.4,56
P01649,Kolda,rural,CTP,0.7,58
P01650,Matam,rural,CTP,0.65,100
P01651,Dakar,urbain,CTP,0.05,44
P01652,Kaolack,rural,CTP,0.3,28
P01653,Thiès,rural,public,0.15,30
P01654,Kaolack,urbain,public,0.3,46
P01655,Kaolack,urbain,public,0.3,102
P01656,Dakar,urbain,public,0.05,59
P01657,Sédhiou,rural,CTP,0.7,30
P01658,Tambacounda,rural,CTP,0.75,21
P01659,Dakar,urbain,public,0.05,68
P01660,Sédhiou,urbain,prive,0.7,105
P01661,Thiès,urbain,public,0.15,43
P01662,Diourbel,urbain,CTP,0.3,58
P01663,Dakar,urbain,public,0.05,81
P01664,Sédhiou,urbain,prive,0.7,60
P01665,Kolda,rural,public,0.7,79
P01666,Ziguinchor,rural,CTP,0.55,25
P01667,Dakar,urbain,public,0.05,54
P01668,Diourbel,urbain,public,0.3,46
P01669,Ziguinchor,rural,CTP,0.55,34
P01670,Thiès,urbain,CTP,0.15,38
P01671,Fatick,urbain,public,0.4,56
P01672,Sédhiou,rural,CTP,0.7,58
P01673,Kaolack,rural,CTP,0.3,71
P01674,Thiès,urbain,prive,0.15,51
P01675,Dakar,rural,public,0.05,79
P01676,Dakar,urbain,CTP,0.05,30
P01677,Kaolack,rural,CTP,0.3,43
P01678,Thiès,urbain,public,0.15,75
P01679,Tambacounda,rural,CTP,0.75,30
P01680,Matam,rural,CTP,0.65,48
P01681,Dakar,rural,public,0.05,73
P01682,Dakar,urbain,public,0.05,113
P01683,Kaolack,rural,public,0.3,91
P01684,Thiès,urbain,public,0.15,61
P01685,Saint-Louis,rural,public,0.35,81
P01686,Kaolack,urbain,CTP,0.3,38
P01687,Fatick,rural,CTP,0.4,94
P01688,Diourbel,rural,public,0.3,48
P01689,Dakar,urbain,public,0.05,49
P01690,Kaolack,rural,public,0.3,103
P01691,Kaffrine,rural,public,0.55,97
P01692,Thiès,urbain,public,0.15,44
P01693,Diourbel,urbain,public,0.3,108
P01694,Diourbel,rural,CTP,0.3,31
P01695,Fatick,rural,CTP,0.4,37
P01696,Dakar,urbain,prive,0.05,50
P01697,Fatick,urbain,CTP,0.4,63
P01698,Dakar,rural,CTP,0.05,109
P01699,Dakar,urbain,public,0.05,64
P01700,Dakar,urbain,public,0.05,54
P01701,Kaffrine,urbain,prive,0.55,39
P01702,Kolda,rural,public,0.7,91
P01703,Diourbel,rural,CTP,0.3,40
P01704,Thiès,urbain,public,0.15,70
P01705,Kaolack,rural,CTP,0.3,48
P01706,Ziguinchor,urbain,CTP,0.55,35
P01707,Diourbel,rural,public,0.3,58
P01708,Kédougou,rural,CTP,0.9,51
P01709,Diourbel,urbain,public,0.3,63
P01710,Thiès,urbain,CTP,0.15,47
P01711,Dakar,urbain,prive,0.05,103
P01712,Dakar,urbain,prive,0.05,56
P01713,Thiès,urbain,public,0.15,125
P01714,Dakar,urbain,CTP,0.05,60
P01715,Dakar,urbain,CTP,0.05,40
P01716,Dakar,urbain,public,0.05,52
P01717,Dakar,rural,public,0.05,55
P01718,Kolda,urbain,prive,0.7,46
P01719,Kédougou,rural,CTP,0.9,57
P01720,Dakar,rural,CTP,0.05,38
P01721,Thiès,rural,public,0.15,57
P01722,Saint-Louis,rural,CTP,0.35,70
P01723,Kolda,urbain,public,0.7,40
P01724,Dakar,rural,CTP,0.05,46
P01725,Diourbel,rural,public,0.3,206
P01726,Kaolack,urbain,CTP,0.3,33
P01727,Kolda,urbain,prive,0.7,43
P01728,Louga,urbain,CTP,0.45,58
P01729,Dakar,urbain,public,0.05,74
P01730,Dakar,urbain,prive,0.05,125
P01731,Dakar,urbain,public,0.05,37
P01732,Ziguinchor,rural,CTP,0.55,91
P01733,Tambacounda,rural,CTP,0.75,49
P01734,Kaolack,rural,CTP,0.3,85
P01735,Sédhiou,rural,public,0.7,124
P01736,Louga,urbain,prive,0.45,42
P01737,Kaolack,urbain,CTP,0.3,69
P01738,Dakar,urbain,public,0.05,72
P01739,Kaffrine,rural,public,0.55,103
P01740,Tambacounda,rural,prive,0.75,28
P01741,Thiès,urbain,public,0.15,40
P01742,Diourbel,urbain,public,0.3,107
P01743,Dakar,urbain,CTP,0.05,75
P01744,Matam,urbain,public,0.65,37
P01745,Ziguinchor,urbain,public,0.55,75
P01746,Diourbel,rural,CTP,0.3,56
P01747,Diourbel,urbain,prive,0.3,30
P01748,Thiès,urbain,public,0.15,56
P01749,Matam,rural,public,0.65,78
P01750,Diourbel,urbain,public,0.3,64
P01751,Dakar,urbain,prive,0.05,42
P01752,Dakar,urbain,CTP,0.05,31
P01753,Tambacounda,urbain,public,0.75,72
P01754,Dakar,rural,public,0.05,63
P01755,Louga,urbain,prive,0.45,91
P01756,Louga,urbain,public,0.45,64
P01757,Fatick,rural,CTP,0.4,31
P01758,Tambacounda,urbain,prive,0.75,72
P01759,Diourbel,urbain,public,0.3,50
P01760,Dakar,urbain,CTP,0.05,31
P01761,Kaffrine,rural,CTP,0.55,28
P01762,Dakar,rural,CTP,0.05,34
P01763,Dakar,urbain,public,0.05,43
P01764,Fatick,urbain,prive,0.4,85
P01765,Kolda,urbain,public,0.7,77
P01766,Diourbel,urbain,prive,0.3,43
P01767,Fatick,rural,CTP,0.4,17
P01768,Fatick,rural,public,0.4,58
P01769,Kaolack,rural,public,0.3,69
P01770,Dakar,rural,public,0.05,66
P01771,Dakar,urbain,prive,0.05,71
P01772,Kaolack,urbain,public,0.3,73
P01773,Kolda,rural,CTP,0.7,33
P01774,Diourbel,urbain,prive,0.3,53
P01775,Saint-Louis,urbain,CTP,0.35,61
P01776,Saint-Louis,rural,CTP,0.35,29
P01777,Thiès,urbain,public,0.15,60
P01778,Saint-Louis,rural,public,0.35,44
P01779,Diourbel,rural,CTP,0.3,25
P01780,Thiès,urbain,public,0.15,87
P01781,Thiès,rural,CTP,0.15,47
P01782,Dakar,urbain,prive,0.05,81
P01783,Kaolack,rural,CTP,0.3,43
P01784,Dakar,urbain,public,0.05,63
P01785,Fatick,urbain,CTP,0.4,14
P01786,Kédougou,rural,CTP,0.9,46
P01787,Diourbel,rural,public,0.3,56
P01788,Ziguinchor,urbain,public,0.55,79
P01789,Fatick,rural,CTP,0.4,28
P01790,Dakar,urbain,CTP,0.05,28
P01791,Diourbel,urbain,public,0.3,37
P01792,Thiès,rural,prive,0.15,60
P01793,Sédhiou,rural,public,0.7,76
P01794,Kaolack,urbain,prive,0.3,55
P01795,Kaffrine,rural,public,0.55,60
P01796,Dakar,rural,public,0.05,73
P01797,Dakar,urbain,CTP,0.05,46
P01798,Dakar,urbain,prive,0.05,114
P01799,Thiès,rural,public,0.15,58
P01800,Fatick,rural,CTP,0.4,51
P01801,Tambacounda,rural,public,0.75,48
P01802,Tambacounda,rural,CTP,0.75,116
P01803,Fatick,urbain,prive,0.4,68
P01804,Kaffrine,urbain,public,0.55,39
P01805,Fatick,urbain,CTP,0.4,23
P01806,Thiès,rural,CTP,0.15,43
P01807,Thiès,rural,prive,0.15,42
P01808,Tambacounda,urbain,CTP,0.75,15
P01809,Diourbel,rural,public,0.3,73
P01810,Sédhiou,urbain,prive,0.7,38
P01811,Fatick,urbain,prive,0.4,94
P01812,Saint-Louis,urbain,public,0.35,42
P01813,Louga,urbain,public,0.45,42
P01814,Diourbel,urbain,prive,0.3,39
P01815,Matam,urbain,public,0.65,52
P01816,Thiès,rural,public,0.15,75
P01817,Diourbel,rural,CTP,0.3,84
P01818,Thiès,urbain,CTP,0.15,47
P01819,Dakar,urbain,CTP,0.05,19
P01820,Dakar,rural,CTP,0.05,72
P01821,Kolda,rural,public,0.7,59
P01822,Dakar,urbain,CTP,0.05,36
P01823,Thiès,urbain,CTP,0.15,27
P01824,Saint-Louis,urbain,prive,0.35,71
P01825,Dakar,urbain,prive,0.05,69
P01826,Diourbel,urbain,prive,0.3,41
P01827,Louga,rural,public,0.45,30
P01828,Diourbel,rural,public,0.3,75
P01829,Dakar,urbain,public,0.05,60
P01830,Sédhiou,rural,CTP,0.7,42
P01831,Dakar,rural,prive,0.05,85
P01832,Kaolack,urbain,prive,0.3,78
P01833,Dakar,urbain,prive,0.05,56
P01834,Dakar,urbain,CTP,0.05,42
P01835,Fatick,rural,public,0.4,57
P01836,Saint-Louis,urbain,prive,0.35,74
P01837,Louga,urbain,CTP,0.45,65
P01838,Matam,urbain,prive,0.65,47
P01839,Kaffrine,urbain,public,0.55,38
P01840,Matam,rural,CTP,0.65,31
P01841,Sédhiou,rural,public,0.7,54
P01842,Diourbel,rural,CTP,0.3,49
P01843,Dakar,urbain,public,0.05,87
P01844,Thiès,rural,CTP,0.15,43
P01845,Saint-Louis,urbain,prive,0.35,67
P01846,Kaolack,urbain,public,0.3,55
P01847,Dakar,urbain,public,0.05,65
P01848,Kaffrine,rural,prive,0.55,45
P01849,Thiès,rural,CTP,0.15,42
P01850,Thiès,urbain,CTP,0.15,35
P01851,Matam,rural,public,0.65,56
P01852,Saint-Louis,rural,public,0.35,32
P01853,Dakar,rural,public,0.05,107
P01854,Fatick,rural,CTP,0.4,32
P01855,Dakar,rural,public,0.05,111
P01856,Kaffrine,urbain,prive,0.55,71
P01857,Saint-Louis,urbain,public,0.35,79
P01858,Thiès,urbain,prive,0.15,103
P01859,Kaolack,urbain,CTP,0.3,66
P01860,Thiès,urbain,prive,0.15,55
P01861,Tambacounda,rural,public,0.75,36
P01862,Diourbel,urbain,public,0.3,39
P01863,Dakar,urbain,public,0.05,77
P01864,Sédhiou,rural,public,0.7,52
P01865,Dakar,rural,CTP,0.05,27
P01866,Saint-Louis,rural,CTP,0.35,36
P01867,Saint-Louis,rural,public,0.35,45
P01868,Fatick,rural,CTP,0.4,41
P01869,Thiès,urbain,CTP,0.15,66
P01870,Tambacounda,rural,public,0.75,39
P01871,Diourbel,urbain,public,0.3,59
P01872,Kaolack,rural,CTP,0.3,121
P01873,Ziguinchor,rural,CTP,0.55,36
P01874,Kaolack,urbain,public,0.3,69
P01875,Louga,rural,CTP,0.45,59
P01876,Saint-Louis,urbain,public,0.35,119
P01877,Louga,rural,CTP,0.45,51
P01878,Dakar,urbain,prive,0.05,73
P01879,Diourbel,urbain,prive,0.3,53
P01880,Saint-Louis,urbain,CTP,0.35,55
P01881,Kaolack,urbain,CTP,0.3,32
P01882,Thiès,rural,CTP,0.15,43
P01883,Tambacounda,rural,CTP,0.75,65
P01884,Diourbel,rural,CTP,0.3,17
P01885,Saint-Louis,urbain,public,0.35,90
P01886,Ziguinchor,rural,CTP,0.55,50
P01887,Dakar,rural,CTP,0.05,34
