id,ia_id,g_ia,topic,topic_label,sentiment
V0697,IA08,-0.5589055756131087,10,10_assurés_absents_temps_ne,-0.5
V0698,IA11,0.5436260064330518,11,11_souvent_rentrée_trop_tard,-0.5
V0699,IA10,-1.7249192939776967,10,10_assurés_absents_temps_ne,-0.5
V0700,IA04,1.050436228132796,0,0_anticipées_expliquées_affectation_décisions,0.5
V0701,IA13,-0.5950300302811243,0,0_anticipées_expliquées_affectation_décisions,0.5
V0702,IA14,0.361886464303974,1,1_traitées_rapidement_désormais_par,0.5
V0703,IA13,-0.5950300302811243,10,10_assurés_absents_temps_ne,-0.5
V0704,IA09,1.508379536169013,3,3_retard_sans_notable_organisés,0.5
V0705,IA10,-1.7249192939776967,11,11_souvent_rentrée_trop_tard,-0.5
V0706,IA15,-0.5128143979953421,5,5_nettement_ief_année_cette,0.5
V0707,IA07,0.7594385270695994,9,9_lente_lisible_peu_avec,-0.5
V0708,IA04,1.050436228132796,1,1_traitées_rapidement_désormais_par,0.5
V0709,IA09,1.508379536169013,0,0_anticipées_expliquées_affectation_décisions,0.5
V0710,IA08,-0.5589055756131087,1,1_traitées_rapidement_désormais_par,0.5
V0711,IA03,0.4625650775900469,5,5_nettement_ief_année_cette,0.5
V0712,IA14,0.361886464303974,5,5_nettement_ief_année_cette,0.5
V0713,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0714,IA15,-0.5128143979953421,1,1_traitées_rapidement_désormais_par,0.5
V0715,IA08,-0.5589055756131087,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0716,IA10,-1.7249192939776967,4,4_on_claires_sur_informations,0.0
V0717,IA04,1.050436228132796,3,3_retard_sans_notable_organisés,0.5
V0718,IA12,0.8036427494500231,5,5_nettement_ief_année_cette,0.5
V0719,IA03,0.4625650775900469,6,6_réactif_suivi_transparent_vacants,0.5
V0720,IA10,-1.7249192939776967,4,4_on_claires_sur_informations,0.0
V0721,IA09,1.508379536169013,9,9_lente_lisible_peu_avec,-0.5
V0722,IA09,1.508379536169013,6,6_réactif_suivi_transparent_vacants,0.5
V0723,IA07,0.7594385270695994,1,1_traitées_rapidement_désormais_par,0.5
V0724,IA03,0.4625650775900469,6,6_réactif_suivi_transparent_vacants,0.5
V0725,IA13,-0.5950300302811243,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0726,IA03,0.4625650775900469,5,5_nettement_ief_année_cette,0.5
V0727,IA07,0.7594385270695994,5,5_nettement_ief_année_cette,0.5
V0728,IA16,-0.4962851679537585,10,10_assurés_absents_temps_ne,-0.5
V0729,IA15,-0.5128143979953421,3,3_retard_sans_notable_organisés,0.5
V0730,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0731,IA10,-1.7249192939776967,7,7_restent_rapide_faute_vacants,-0.5
V0732,IA11,0.5436260064330518,3,3_retard_sans_notable_organisés,0.5
V0733,IA11,0.5436260064330518,3,3_retard_sans_notable_organisés,0.5
V0734,IA09,1.508379536169013,3,3_retard_sans_notable_organisés,0.5
V0735,IA13,-0.5950300302811243,6,6_réactif_suivi_transparent_vacants,0.5
V0736,IA14,0.361886464303974,1,1_traitées_rapidement_désormais_par,0.5
V0737,IA11,0.5436260064330518,9,9_lente_lisible_peu_avec,-0.5
V0738,IA04,1.050436228132796,5,5_nettement_ief_année_cette,0.5
V0739,IA04,1.050436228132796,6,6_réactif_suivi_transparent_vacants,0.5
V0740,IA12,0.8036427494500231,10,10_assurés_absents_temps_ne,-0.5
V0741,IA10,-1.7249192939776967,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0742,IA10,-1.7249192939776967,11,11_souvent_rentrée_trop_tard,-0.5
V0743,IA03,0.4625650775900469,1,1_traitées_rapidement_désormais_par,0.5
V0744,IA14,0.361886464303974,6,6_réactif_suivi_transparent_vacants,0.5
V0745,IA14,0.361886464303974,10,10_assurés_absents_temps_ne,-0.5
V0746,IA01,1.1358119908378483,6,6_réactif_suivi_transparent_vacants,0.5
V0747,IA07,0.7594385270695994,7,7_restent_rapide_faute_vacants,-0.5
V0748,IA05,-1.961883486465059,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0749,IA12,0.8036427494500231,6,6_réactif_suivi_transparent_vacants,0.5
V0750,IA03,0.4625650775900469,0,0_anticipées_expliquées_affectation_décisions,0.5
V0751,IA03,0.4625650775900469,2,2_fluide_façon_se_fait,0.5
V0752,IA09,1.508379536169013,1,1_traitées_rapidement_désormais_par,0.5
V0753,IA14,0.361886464303974,5,5_nettement_ief_année_cette,0.5
V0754,IA14,0.361886464303974,4,4_on_claires_sur_informations,0.0
V0755,IA09,1.508379536169013,2,2_fluide_façon_se_fait,0.5
V0756,IA13,-0.5950300302811243,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0757,IA14,0.361886464303974,0,0_anticipées_expliquées_affectation_décisions,0.5
V0758,IA05,-1.961883486465059,7,7_restent_rapide_faute_vacants,-0.5
V0759,IA02,-0.6770804424361538,1,1_traitées_rapidement_désormais_par,0.5
V0760,IA14,0.361886464303974,1,1_traitées_rapidement_désormais_par,0.5
V0761,IA10,-1.7249192939776967,10,10_assurés_absents_temps_ne,-0.5
V0762,IA03,0.4625650775900469,4,4_on_claires_sur_informations,0.0
V0763,IA15,-0.5128143979953421,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0764,IA02,-0.6770804424361538,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0765,IA07,0.7594385270695994,0,0_anticipées_expliquées_affectation_décisions,0.5
V0766,IA10,-1.7249192939776967,3,3_retard_sans_notable_organisés,0.5
V0767,IA03,0.4625650775900469,0,0_anticipées_expliquées_affectation_décisions,0.5
V0768,IA09,1.508379536169013,10,10_assurés_absents_temps_ne,-0.5
V0769,IA02,-0.6770804424361538,11,11_souvent_rentrée_trop_tard,-0.5
V0770,IA07,0.7594385270695994,5,5_nettement_ief_année_cette,0.5
V0771,IA03,0.4625650775900469,6,6_réactif_suivi_transparent_vacants,0.5
V0772,IA08,-0.5589055756131087,7,7_restent_rapide_faute_vacants,-0.5
V0773,IA08,-0.5589055756131087,11,11_souvent_rentrée_trop_tard,-0.5
V0774,IA04,1.050436228132796,5,5_nettement_ief_année_cette,0.5
V0775,IA09,1.508379536169013,0,0_anticipées_expliquées_affectation_décisions,0.5
V0776,IA01,1.1358119908378483,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0777,IA09,1.508379536169013,3,3_retard_sans_notable_organisés,0.5
V0778,IA11,0.5436260064330518,6,6_réactif_suivi_transparent_vacants,0.5
V0779,IA06,-0.0988681852641089,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0780,IA10,-1.7249192939776967,7,7_restent_rapide_faute_vacants,-0.5
V0781,IA10,-1.7249192939776967,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0782,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0783,IA03,0.4625650775900469,0,0_anticipées_expliquées_affectation_décisions,0.5
V0784,IA01,1.1358119908378483,3,3_retard_sans_notable_organisés,0.5
V0785,IA07,0.7594385270695994,2,2_fluide_façon_se_fait,0.5
V0786,IA09,1.508379536169013,0,0_anticipées_expliquées_affectation_décisions,0.5
V0787,IA01,1.1358119908378483,2,2_fluide_façon_se_fait,0.5
V0788,IA01,1.1358119908378483,4,4_on_claires_sur_informations,0.0
V0789,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0790,IA14,0.361886464303974,9,9_lente_lisible_peu_avec,-0.5
V0791,IA11,0.5436260064330518,3,3_retard_sans_notable_organisés,0.5
V0792,IA03,0.4625650775900469,0,0_anticipées_expliquées_affectation_décisions,0.5
V0793,IA16,-0.4962851679537585,0,0_anticipées_expliquées_affectation_décisions,0.5
V0794,IA02,-0.6770804424361538,3,3_retard_sans_notable_organisés,0.5
V0795,IA15,-0.5128143979953421,5,5_nettement_ief_année_cette,0.5
V0796,IA16,-0.4962851679537585,1,1_traitées_rapidement_désormais_par,0.5
V0797,IA11,0.5436260064330518,11,11_souvent_rentrée_trop_tard,-0.5
V0798,IA16,-0.4962851679537585,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0799,IA04,1.050436228132796,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0800,IA12,0.8036427494500231,3,3_retard_sans_notable_organisés,0.5
