enseignant_id,ecole_id,ief_id,ia_id,region,milieu,genre,statut,corps,anciennete,attendance_prop
T006178,E00994,IEF034,IA08,Louga,rural,H,fonctionnaire,instituteur adjoint,27,0.7032001242289431
T006179,E00995,IEF045,IA12,Kolda,urbain,H,fonctionnaire,vacataire,17,0.8827396763782044
T006180,E00995,IEF045,IA12,Kolda,urbain,H,contractuel,instituteur adjoint,6,0.8060828544055733
T006181,E00995,IEF045,IA12,Kolda,urbain,H,contractuel,vacataire,1,0.7532178083795261
T006182,E00995,IEF045,IA12,Kolda,urbain,F,contractuel,instituteur adjoint,9,0.8493399360552355
T006183,E00995,IEF045,IA12,Kolda,urbain,F,contractuel,instituteur,6,0.7897395698577665
T006184,E00995,IEF045,IA12,Kolda,urbain,H,contractuel,instituteur,6,0.7944221494042982
T006185,E00995,IEF045,IA12,Kolda,urbain,H,fonctionnaire,instituteur adjoint,16,0.8422101750205057
T006186,E00996,IEF026,IA06,Saint-Louis,urbain,H,contractuel,instituteur adjoint,7,0.5872200497673539
T006187,E00996,IEF026,IA06,Saint-Louis,urbain,H,contractuel,instituteur,4,0.6366725352867761
T006188,E00996,IEF026,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,4,0.8667628898905959
T006189,E00996,IEF026,IA06,Saint-Louis,urbain,H,contractuel,instituteur,9,0.8308401088224326
T006190,E00996,IEF026,IA06,Saint-Louis,urbain,H,contractuel,instituteur adjoint,4,0.6870362659232231
T006191,E00996,IEF026,IA06,Saint-Louis,urbain,F,contractuel,instituteur,4,0.8475658940341251
T006192,E00996,IEF026,IA06,Saint-Louis,urbain,F,contractuel,instituteur adjoint,3,0.7955490152599869
T006193,E00996,IEF026,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur,6,0.7535018567939532
T006194,E00996,IEF026,IA06,Saint-Louis,urbain,H,fonctionnaire,vacataire,22,0.8649999999109795
T006195,E00997,IEF023,IA05,Diourbel,rural,H,contractuel,instituteur,1,0.6619941214158682
T006196,E00997,IEF023,IA05,Diourbel,rural,F,contractuel,instituteur adjoint,6,0.8431203039316927
T006197,E00997,IEF023,IA05,Diourbel,rural,H,contractuel,instituteur,10,0.4142441494190872
T006198,E00997,IEF023,IA05,Diourbel,rural,H,fonctionnaire,instituteur adjoint,19,0.5810237443302192
T006199,E00998,IEF055,IA16,Kédougou,rural,F,fonctionnaire,instituteur,10,0.6623267480872188
T006200,E00998,IEF055,IA16,Kédougou,rural,H,contractuel,instituteur adjoint,0,0.4907858020057198
T006201,E00999,IEF011,IA03,Dakar,urbain,F,fonctionnaire,instituteur adjoint,18,0.9112764096446454
T006202,E00999,IEF011,IA03,Dakar,urbain,H,fonctionnaire,instituteur,21,0.9577094251352064
T006203,E00999,IEF011,IA03,Dakar,urbain,H,contractuel,vacataire,3,0.8464240870165557
T006204,E00999,IEF011,IA03,Dakar,urbain,F,fonctionnaire,instituteur,12,0.9417868799170441
T006205,E00999,IEF011,IA03,Dakar,urbain,F,contractuel,instituteur,8,0.8441810301030236
T006206,E00999,IEF011,IA03,Dakar,urbain,H,contractuel,instituteur,6,0.8703649419569212
T006207,E00999,IEF011,IA03,Dakar,urbain,H,contractuel,instituteur adjoint,6,0.8638383988834719
T006208,E01000,IEF025,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur adjoint,7,0.6846759051411334
T006209,E01000,IEF025,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur adjoint,23,0.8214418113140465
T006210,E01000,IEF025,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur adjoint,7,0.7333807251575345
T006211,E01000,IEF025,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,11,0.8427862498427993
T006212,E01000,IEF025,IA06,Saint-Louis,urbain,H,contractuel,instituteur,8,0.635843640627624
T006213,E01000,IEF025,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur adjoint,9,0.8311526539845344
T006214,E01000,IEF025,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur,23,0.8153276375162598
T006215,E01000,IEF025,IA06,Saint-Louis,urbain,F,contractuel,instituteur adjoint,16,0.8142752622299535
T006216,E01000,IEF025,IA06,Saint-Louis,urbain,H,contractuel,instituteur,5,0.9298624613264287
T006217,E01000,IEF025,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur adjoint,13,0.8538160825274135
T006218,E01000,IEF025,IA06,Saint-Louis,urbain,F,contractuel,vacataire,11,0.679429785314833
T006219,E01000,IEF025,IA06,Saint-Louis,urbain,F,fonctionnaire,instituteur,8,0.9182498117261585
T006220,E01000,IEF025,IA06,Saint-Louis,urbain,F,fonctionnaire,vacataire,19,0.5669195088782114
T006221,E01000,IEF025,IA06,Saint-Louis,urbain,H,fonctionnaire,instituteur adjoint,16,0.7359725673344436
T006222,E01001,IEF040,IA10,Kaffrine,rural,H,fonctionnaire,instituteur,13,0.5789283191039272
T006223,E01001,IEF040,IA10,Kaffrine,rural,H,fonctionnaire,instituteur,7,0.7023616520542394
T006224,E01001,IEF040,IA10,Kaffrine,rural,H,contractuel,vacataire,2,0.70802003986201
T006225,E01001,IEF040,IA10,Kaffrine,rural,H,fonctionnaire,instituteur adjoint,18,0.4678862597046162
T006226,E01002,IEF009,IA03,Dakar,rural,F,fonctionnaire,vacataire,19,0.8136018762502403
T006227,E01002,IEF009,IA03,Dakar,rural,H,fonctionnaire,instituteur,12,0.782501382591213
T006228,E01002,IEF009,IA03,Dakar,rural,H,fonctionnaire,instituteur,17,0.8775865225789534
T006229,E01002,IEF009,IA03,Dakar,rural,H,contractuel,instituteur,0,0.874448486866721
T006230,E01002,IEF009,IA03,Dakar,rural,H,fonctionnaire,instituteur adjoint,13,0.8702563321686386
T006231,E01002,IEF009,IA03,Dakar,rural,H,fonctionnaire,instituteur,18,0.8796971107477249
T006232,E01003,IEF012,IA03,Dakar,urbain,F,fonctionnaire,instituteur,7,0.9327737480049569
T006233,E01003,IEF012,IA03,Dakar,urbain,H,contractuel,instituteur,5,0.929257495137204
T006234,E01003,IEF012,IA03,Dakar,urbain,H,fonctionnaire,instituteur adjoint,20,0.9225196048125518
T006235,E01003,IEF012,IA03,Dakar,urbain,F,fonctionnaire,vacataire,11,0.9540438035406646
T006236,E01003,IEF012,IA03,Dakar,urbain,H,fonctionnaire,instituteur,8,0.9166330113480354
T006237,E01003,IEF012,IA03,Dakar,urbain,F,fonctionnaire,instituteur,9,0.8120754531798241
T006238,E01003,IEF012,IA03,Dakar,urbain,F,fonctionnaire,instituteur adjoint,6,0.9076624793201994
T006239,E01003,IEF012,IA03,Dakar,urbain,H,fonctionnaire,instituteur,18,0.8368673985210429
T006240,E01004,IEF003,IA01,Dakar,urbain,F,contractuel,instituteur,7,0.8192770152305913
T006241,E01004,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur,8,0.9246350217569285
T006242,E01004,IEF003,IA01,Dakar,urbain,H,contractuel,instituteur,0,0.8013255177505214
T006243,E01004,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur adjoint,10,0.9402097433077603
T006244,E01004,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur adjoint,21,0.9088504037651793
T006245,E01004,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur adjoint,14,0.9222170825875446
T006246,E01004,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur,11,0.9399184922888952
T006247,E01004,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,10,0.9225591313122681
T006248,E01004,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,25,0.885318436739667
T006249,E01004,IEF003,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,13,0.8135705812319143
T006250,E01004,IEF003,IA01,Dakar,urbain,H,fonctionnaire,vacataire,13,0.9475557069213808
T006251,E01004,IEF003,IA01,Dakar,urbain,H,fonctionnaire,instituteur,13,0.8275449548158149
T006252,E01005,IEF031,IA07,Kaolack,urbain,F,fonctionnaire,instituteur adjoint,11,0.8575911828477494
T006253,E01005,IEF031,IA07,Kaolack,urbain,H,contractuel,instituteur,0,0.9303384850871975
T006254,E01005,IEF031,IA07,Kaolack,urbain,H,fonctionnaire,vacataire,13,0.9080353113214013
T006255,E01005,IEF031,IA07,Kaolack,urbain,F,contractuel,instituteur,1,0.8968499919835727
T006256,E01005,IEF031,IA07,Kaolack,urbain,F,fonctionnaire,instituteur,10,0.8998011064457936
T006257,E01005,IEF031,IA07,Kaolack,urbain,H,fonctionnaire,instituteur adjoint,6,0.9382342850716686
T006258,E01005,IEF031,IA07,Kaolack,urbain,H,fonctionnaire,instituteur,13,0.9113688571844816
T006259,E01005,IEF031,IA07,Kaolack,urbain,H,fonctionnaire,instituteur adjoint,11,0.8009785529247673
T006260,E01005,IEF031,IA07,Kaolack,urbain,F,fonctionnaire,instituteur,9,0.8363389758450872
T006261,E01006,IEF021,IA05,Diourbel,rural,F,contractuel,instituteur adjoint,0,0.6802303065445444
T006262,E01006,IEF021,IA05,Diourbel,rural,H,contractuel,instituteur adjoint,11,0.687638216075568
T006263,E01006,IEF021,IA05,Diourbel,rural,F,contractuel,instituteur,4,0.5773915983865358
T006264,E01007,IEF004,IA01,Dakar,rural,H,fonctionnaire,instituteur,18,0.9545273433936148
T006265,E01007,IEF004,IA01,Dakar,rural,H,fonctionnaire,instituteur adjoint,17,0.961261846519254
T006266,E01007,IEF004,IA01,Dakar,rural,H,contractuel,instituteur,0,0.8348664225283638
T006267,E01007,IEF004,IA01,Dakar,rural,H,fonctionnaire,vacataire,9,0.9340383991975337
T006268,E01007,IEF004,IA01,Dakar,rural,H,fonctionnaire,instituteur,8,0.9364471238987295
T006269,E01007,IEF004,IA01,Dakar,rural,H,fonctionnaire,instituteur adjoint,8,0.971383014828307
T006270,E01007,IEF004,IA01,Dakar,rural,H,contractuel,instituteur adjoint,5,0.8218562127214799
T006271,E01007,IEF004,IA01,Dakar,rural,H,fonctionnaire,instituteur,4,0.9591621978776923
T006272,E01007,IEF004,IA01,Dakar,rural,H,contractuel,instituteur,12,0.8748733512290977
T006273,E01008,IEF004,IA01,Dakar,urbain,H,fonctionnaire,instituteur,10,0.9437637947159762
T006274,E01008,IEF004,IA01,Dakar,urbain,F,fonctionnaire,instituteur,7,0.8968376698118673
T006275,E01008,IEF004,IA01,Dakar,urbain,F,fonctionnaire,vacataire,13,0.9434738960920839
T006276,E01008,IEF004,IA01,Dakar,urbain,H,contractuel,instituteur adjoint,13,0.905104727451312
T006277,E01008,IEF004,IA01,Dakar,urbain,H,contractuel,vacataire,12,0.960027045035202
T006278,E01008,IEF004,IA01,Dakar,urbain,F,fonctionnaire,instituteur,12,0.8612060460357666
T006279,E01008,IEF004,IA01,Dakar,urbain,H,contractuel,instituteur adjoint,5,0.958289021071711
T006280,E01008,IEF004,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,25,0.9098461121667
T006281,E01008,IEF004,IA01,Dakar,urbain,F,fonctionnaire,instituteur,18,0.8568149819750241
T006282,E01008,IEF004,IA01,Dakar,urbain,F,contractuel,instituteur,13,0.8760891115219583
T006283,E01008,IEF004,IA01,Dakar,urbain,H,fonctionnaire,instituteur,14,0.9180578579346025
T006284,E01008,IEF004,IA01,Dakar,urbain,H,fonctionnaire,instituteur,10,0.929622831790848
T006285,E01008,IEF004,IA01,Dakar,urbain,F,contractuel,instituteur,14,0.880743202292488
T006286,E01009,IEF005,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,23,0.7457580508932853
T006287,E01009,IEF005,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,15,0.793868548173191
T006288,E01009,IEF005,IA02,Dakar,urbain,H,contractuel,vacataire,1,0.8164987011450747
T006289,E01009,IEF005,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,4,0.8155775032995868
T006290,E01009,IEF005,IA02,Dakar,urbain,F,fonctionnaire,instituteur,9,0.6614923458461619
T006291,E01009,IEF005,IA02,Dakar,urbain,H,contractuel,instituteur,1,0.5656974568338587
T006292,E01009,IEF005,IA02,Dakar,urbain,F,fonctionnaire,vacataire,11,0.8783836590933327
T006293,E01010,IEF050,IA13,Tambacounda,rural,H,contractuel,vacataire,8,0.6043016236010231
T006294,E01010,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur adjoint,17,0.5880572066960231
T006295,E01010,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,19,0.6376907479629481
T006296,E01010,IEF050,IA13,Tambacounda,rural,H,contractuel,instituteur adjoint,0,0.6387177780923603
T006297,E01010,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,25,0.6809087743355852
T006298,E01010,IEF050,IA13,Tambacounda,rural,H,fonctionnaire,instituteur,7,0.7498805870557589
T006299,E01011,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,4,0.7509938590659349
T006300,E01011,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,16,0.8463011269120654
T006301,E01011,IEF008,IA02,Dakar,urbain,F,fonctionnaire,instituteur adjoint,23,0.8893903495018814
T006302,E01011,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,12,0.7698122168361393
T006303,E01011,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,0,0.7485994832522199
T006304,E01011,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur,8,0.7654354171267482
T006305,E01011,IEF008,IA02,Dakar,urbain,F,fonctionnaire,instituteur adjoint,16,0.7611221075095512
T006306,E01012,IEF040,IA10,Kaffrine,rural,H,contractuel,instituteur,0,0.5063770972797265
T006307,E01012,IEF040,IA10,Kaffrine,rural,F,fonctionnaire,instituteur,12,0.5581632027444229
T006308,E01012,IEF040,IA10,Kaffrine,rural,H,fonctionnaire,instituteur,18,0.7129035201957205
T006309,E01012,IEF040,IA10,Kaffrine,rural,H,contractuel,vacataire,1,0.5625074684023548
T006310,E01013,IEF014,IA04,Thiès,urbain,F,contractuel,instituteur adjoint,5,0.8760691277536566
T006311,E01013,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur,15,0.9561865930462832
T006312,E01013,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,8,0.9404143780517341
T006313,E01013,IEF014,IA04,Thiès,urbain,H,contractuel,instituteur adjoint,1,0.8669110721980045
T006314,E01013,IEF014,IA04,Thiès,urbain,F,fonctionnaire,instituteur,9,0.8972052975449245
T006315,E01013,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,11,0.914435494218083
T006316,E01014,IEF022,IA05,Diourbel,urbain,H,contractuel,instituteur adjoint,13,0.5467624707888061
T006317,E01014,IEF022,IA05,Diourbel,urbain,F,fonctionnaire,instituteur adjoint,12,0.6715060281205002
T006318,E01014,IEF022,IA05,Diourbel,urbain,H,fonctionnaire,instituteur adjoint,5,0.5549141205012674
T006319,E01014,IEF022,IA05,Diourbel,urbain,F,contractuel,instituteur adjoint,0,0.7287249061111689
T006320,E01014,IEF022,IA05,Diourbel,urbain,H,contractuel,instituteur,6,0.7068239363446579
T006321,E01015,IEF053,IA15,Sédhiou,urbain,H,fonctionnaire,vacataire,15,0.730291363612973
T006322,E01015,IEF053,IA15,Sédhiou,urbain,H,contractuel,instituteur,8,0.5838887475599008
T006323,E01015,IEF053,IA15,Sédhiou,urbain,H,fonctionnaire,instituteur adjoint,9,0.8237836512721085
T006324,E01015,IEF053,IA15,Sédhiou,urbain,F,fonctionnaire,instituteur adjoint,4,0.6410125057721023
T006325,E01015,IEF053,IA15,Sédhiou,urbain,F,fonctionnaire,instituteur,10,0.6847739111976443
T006326,E01015,IEF053,IA15,Sédhiou,urbain,H,contractuel,instituteur,5,0.7483494451528971
T006327,E01015,IEF053,IA15,Sédhiou,urbain,H,contractuel,instituteur adjoint,12,0.639512074889336
T006328,E01015,IEF053,IA15,Sédhiou,urbain,F,contractuel,instituteur,6,0.6902681188426181
T006329,E01016,IEF037,IA09,Fatick,rural,H,contractuel,instituteur,6,0.923640956837818
T006330,E01016,IEF037,IA09,Fatick,rural,H,fonctionnaire,vacataire,20,0.8584615858394069
T006331,E01016,IEF037,IA09,Fatick,rural,F,fonctionnaire,vacataire,19,0.8986438766686534
T006332,E01017,IEF014,IA04,Thiès,urbain,F,contractuel,instituteur,0,0.8969284558804037
T006333,E01017,IEF014,IA04,Thiès,urbain,H,fonctionnaire,instituteur,17,0.9460810405869037
T006334,E01017,IEF014,IA04,Thiès,urbain,F,fonctionnaire,vacataire,23,0.9476038517089724
T006335,E01017,IEF014,IA04,Thiès,urbain,H,contractuel,instituteur,4,0.7885119781962444
T006336,E01017,IEF014,IA04,Thiès,urbain,H,fonctionnaire,vacataire,9,0.8900274654180721
T006337,E01017,IEF014,IA04,Thiès,urbain,F,fonctionnaire,instituteur,11,0.838793308288671
T006338,E01017,IEF014,IA04,Thiès,urbain,H,fonctionnaire,vacataire,10,0.8819022565765883
T006339,E01017,IEF014,IA04,Thiès,urbain,H,fonctionnaire,vacataire,16,0.8941968970845859
T006340,E01017,IEF014,IA04,Thiès,urbain,H,fonctionnaire,vacataire,12,0.9664380917735433
T006341,E01017,IEF014,IA04,Thiès,urbain,H,contractuel,vacataire,0,0.9274470494741484
T006342,E01018,IEF053,IA15,Sédhiou,rural,F,contractuel,instituteur,3,0.62199386409824
T006343,E01018,IEF053,IA15,Sédhiou,rural,F,contractuel,instituteur,10,0.40223525265186905
T006344,E01018,IEF053,IA15,Sédhiou,rural,H,contractuel,instituteur,0,0.7848313229692414
T006345,E01018,IEF053,IA15,Sédhiou,rural,F,contractuel,instituteur,10,0.5652568631424397
T006346,E01019,IEF027,IA06,Saint-Louis,rural,H,contractuel,instituteur,0,0.7180601898855301
T006347,E01019,IEF027,IA06,Saint-Louis,rural,H,contractuel,instituteur adjoint,4,0.6704859728379067
T006348,E01019,IEF027,IA06,Saint-Louis,rural,H,fonctionnaire,instituteur adjoint,19,0.7734426586120036
T006349,E01019,IEF027,IA06,Saint-Louis,rural,F,fonctionnaire,vacataire,8,0.8579340515153836
T006350,E01019,IEF027,IA06,Saint-Louis,rural,H,fonctionnaire,instituteur adjoint,11,0.8304238497054507
T006351,E01019,IEF027,IA06,Saint-Louis,rural,H,fonctionnaire,vacataire,14,0.7572788719543625
T006352,E01019,IEF027,IA06,Saint-Louis,rural,H,contractuel,instituteur adjoint,4,0.6960993440394977
T006353,E01020,IEF035,IA08,Louga,rural,H,contractuel,instituteur adjoint,0,0.7594781622792178
T006354,E01020,IEF035,IA08,Louga,rural,H,fonctionnaire,instituteur adjoint,16,0.8510760814109531
T006355,E01020,IEF035,IA08,Louga,rural,F,contractuel,instituteur adjoint,3,0.5877092320375941
T006356,E01020,IEF035,IA08,Louga,rural,H,contractuel,instituteur,2,0.7519638663316943
T006357,E01020,IEF035,IA08,Louga,rural,H,fonctionnaire,instituteur adjoint,8,0.6585105185363758
T006358,E01021,IEF019,IA04,Thiès,urbain,H,contractuel,instituteur,3,0.8930629232957722
T006359,E01021,IEF019,IA04,Thiès,urbain,F,fonctionnaire,instituteur adjoint,16,0.9403052694793035
T006360,E01021,IEF019,IA04,Thiès,urbain,H,contractuel,vacataire,16,0.9473668189032945
T006361,E01021,IEF019,IA04,Thiès,urbain,H,fonctionnaire,instituteur,1,0.9426339676591265
T006362,E01021,IEF019,IA04,Thiès,urbain,F,fonctionnaire,vacataire,16,0.9245065066544635
T006363,E01021,IEF019,IA04,Thiès,urbain,H,fonctionnaire,instituteur adjoint,15,0.9181816311981036
T006364,E01022,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,14,0.9425982035593554
T006365,E01022,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur,16,0.5963694109447577
T006366,E01022,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur,11,0.7541800579634246
T006367,E01022,IEF006,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,7,0.8349996626380949
T006368,E01022,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,13,0.7715931509111962
T006369,E01022,IEF006,IA02,Dakar,urbain,F,fonctionnaire,instituteur adjoint,10,0.7487604688774964
T006370,E01022,IEF006,IA02,Dakar,urbain,H,fonctionnaire,instituteur,16,0.6084226057450317
T006371,E01022,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,0,0.682044250034038
T006372,E01022,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,6,0.8785619646828696
T006373,E01022,IEF006,IA02,Dakar,urbain,F,fonctionnaire,instituteur,16,0.775497361919369
T006374,E01022,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,3,0.8473295043478852
T006375,E01022,IEF006,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,0,0.8535114277439909
T006376,E01023,IEF013,IA04,Thiès,rural,H,fonctionnaire,instituteur,14,0.8355196783389052
T006377,E01023,IEF013,IA04,Thiès,rural,H,fonctionnaire,vacataire,18,0.9085920056851897
T006378,E01023,IEF013,IA04,Thiès,rural,F,fonctionnaire,vacataire,9,0.8823813265828824
T006379,E01023,IEF013,IA04,Thiès,rural,H,fonctionnaire,vacataire,3,0.9507966321851614
T006380,E01023,IEF013,IA04,Thiès,rural,H,fonctionnaire,instituteur adjoint,15,0.9213984115745961
T006381,E01023,IEF013,IA04,Thiès,rural,H,contractuel,instituteur,8,0.8945843092085566
T006382,E01023,IEF013,IA04,Thiès,rural,H,fonctionnaire,instituteur adjoint,3,0.8284388317179195
T006383,E01024,IEF035,IA08,Louga,rural,F,contractuel,vacataire,11,0.7148489229303061
T006384,E01024,IEF035,IA08,Louga,rural,H,contractuel,vacataire,0,0.5177189849322252
T006385,E01025,IEF053,IA15,Sédhiou,urbain,H,contractuel,instituteur,4,0.7408591887621576
T006386,E01025,IEF053,IA15,Sédhiou,urbain,H,contractuel,instituteur,0,0.7748603120607496
T006387,E01025,IEF053,IA15,Sédhiou,urbain,H,fonctionnaire,instituteur,19,0.680700702311798
T006388,E01025,IEF053,IA15,Sédhiou,urbain,H,fonctionnaire,instituteur,8,0.572599456933928
T006389,E01025,IEF053,IA15,Sédhiou,urbain,H,fonctionnaire,instituteur,14,0.8765210002281243
T006390,E01025,IEF053,IA15,Sédhiou,urbain,F,contractuel,instituteur adjoint,11,0.7042172228724825
T006391,E01025,IEF053,IA15,Sédhiou,urbain,F,contractuel,vacataire,0,0.4668911014289843
T006392,E01025,IEF053,IA15,Sédhiou,urbain,H,fonctionnaire,instituteur,21,0.82164176831803
T006393,E01026,IEF047,IA12,Kolda,rural,F,contractuel,vacataire,0,0.7845018227535416
T006394,E01026,IEF047,IA12,Kolda,rural,H,fonctionnaire,vacataire,17,0.8742000789615031
T006395,E01026,IEF047,IA12,Kolda,rural,F,fonctionnaire,instituteur,19,0.897605373878401
T006396,E01027,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur,13,0.8910084111723873
T006397,E01027,IEF038,IA09,Fatick,urbain,F,fonctionnaire,vacataire,19,0.8455129218331513
T006398,E01027,IEF038,IA09,Fatick,urbain,F,fonctionnaire,instituteur,17,0.8618146592263777
T006399,E01027,IEF038,IA09,Fatick,urbain,H,fonctionnaire,instituteur,13,0.9377249887398538
T006400,E01027,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur,0,0.8864071357231575
T006401,E01027,IEF038,IA09,Fatick,urbain,F,fonctionnaire,vacataire,12,0.8267508505215411
T006402,E01027,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur,0,0.8896997946902725
T006403,E01027,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur adjoint,6,0.8700568599733873
T006404,E01027,IEF038,IA09,Fatick,urbain,H,contractuel,instituteur,12,0.8510308831592744
T006405,E01027,IEF038,IA09,Fatick,urbain,F,fonctionnaire,instituteur adjoint,18,0.9481262641380479
T006406,E01028,IEF001,IA01,Dakar,urbain,H,fonctionnaire,vacataire,21,0.9223179223446888
T006407,E01028,IEF001,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,10,0.9332314586292366
T006408,E01028,IEF001,IA01,Dakar,urbain,H,contractuel,instituteur,10,0.8830372538689129
T006409,E01028,IEF001,IA01,Dakar,urbain,F,fonctionnaire,instituteur adjoint,8,0.9323303812349807
T006410,E01028,IEF001,IA01,Dakar,urbain,H,fonctionnaire,instituteur,11,0.8651961340553249
T006411,E01028,IEF001,IA01,Dakar,urbain,F,fonctionnaire,instituteur,22,0.9703905648097828
T006412,E01029,IEF015,IA04,Thiès,rural,H,fonctionnaire,instituteur,14,0.9151411555136132
T006413,E01029,IEF015,IA04,Thiès,rural,H,fonctionnaire,instituteur,14,0.910337502290945
T006414,E01029,IEF015,IA04,Thiès,rural,H,contractuel,instituteur,16,0.8776549228035753
T006415,E01029,IEF015,IA04,Thiès,rural,H,contractuel,instituteur adjoint,4,0.8698596956124145
T006416,E01030,IEF023,IA05,Diourbel,urbain,F,fonctionnaire,instituteur,10,0.6514952024943047
T006417,E01030,IEF023,IA05,Diourbel,urbain,H,contractuel,instituteur,1,0.5251771379642974
T006418,E01030,IEF023,IA05,Diourbel,urbain,F,fonctionnaire,instituteur,20,0.8049182056133244
T006419,E01031,IEF008,IA02,Dakar,urbain,F,fonctionnaire,instituteur,8,0.7865434612014408
T006420,E01031,IEF008,IA02,Dakar,urbain,H,contractuel,vacataire,5,0.8377466188472958
T006421,E01031,IEF008,IA02,Dakar,urbain,F,contractuel,vacataire,10,0.5702755115644297
T006422,E01031,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,13,0.7820915754062516
T006423,E01031,IEF008,IA02,Dakar,urbain,F,fonctionnaire,instituteur,11,0.8488583169776557
T006424,E01031,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,3,0.8593665307071305
T006425,E01031,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur,17,0.808680350224161
T006426,E01031,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,0,0.5755881317865872
T006427,E01031,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur,5,0.7168482746798764
T006428,E01031,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,0,0.8390317816355236
T006429,E01031,IEF008,IA02,Dakar,urbain,F,contractuel,vacataire,4,0.7665575129020491
T006430,E01031,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,6,0.7982694462773917
T006431,E01031,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur,12,0.8508089005042494
T006432,E01031,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur adjoint,7,0.6832053460036724
T006433,E01031,IEF008,IA02,Dakar,urbain,H,contractuel,instituteur adjoint,5,0.6899190621589335
T006434,E01031,IEF008,IA02,Dakar,urbain,H,fonctionnaire,instituteur adjoint,11,0.8187980966993794
T006435,E01031,IEF008,IA02,Dakar,urbain,F,contractuel,instituteur,18,0.7254041582147374
T006436,E01032,IEF009,IA03,Dakar,urbain,F,contractuel,instituteur,15,0.8579829629833063
T006437,E01032,IEF009,IA03,Dakar,urbain,F,contractuel,instituteur adjoint,16,0.9102642619278313
T006438,E01032,IEF009,IA03,Dakar,urbain,H,contractuel,instituteur,0,0.7630647413057349
T006439,E01032,IEF009,IA03,Dakar,urbain,F,fonctionnaire,instituteur,12,0.8928139327989708
T006440,E01032,IEF009,IA03,Dakar,urbain,F,contractuel,instituteur adjoint,18,0.8112844552052265
T006441,E01032,IEF009,IA03,Dakar,urbain,F,fonctionnaire,instituteur,10,0.8768298530305408
T006442,E01032,IEF009,IA03,Dakar,urbain,F,contractuel,instituteur,8,0.8357729443098632
T006443,E01032,IEF009,IA03,Dakar,urbain,H,contractuel,instituteur,14,0.8762995225268646
